Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
VA,Hex,12,13,% shift to the right,,,,Walter Mondale,H,,Right,0,ü,37.1,-3.2,44076,,13,WALTER MONDALE,Ronald Reagan,40.6%,796250,37577185,8,5,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",12.7,R,53,1,25,25.2,62.3,9.3,347469,12,525,RONALD REAGAN, ,58.8%,1337078,54455075,South,4,12.5,-0.5,8,Virginia,,,Virginia,R,2146635,92652842,62.3,R,1984
AR,Hex,6,22,% shift to the right,,,,Walter Mondale,H,,Right,0,ü,38.3,-9.2,-59395,,13,WALTER MONDALE,Ronald Reagan,40.6%,338646,37577185,6,5,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",0.600000000,R,48.1,1,20,22.2,60.5,12.4,131610,6,525,RONALD REAGAN, ,58.8%,534774,54455075,South,5,21.6,-0.5,5,Arkansas,,,Arkansas,R,884406,92652842,60.5,R,1984
TN,Hex,11,16,% shift to the right,,,,Walter Mondale,G,,Right,0,ü,41.6,-6.8,-71337,,13,WALTER MONDALE,Ronald Reagan,40.6%,711714,37577185,7,5,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",0.300000000,R,48.7,1,15,16.2,57.8,9.100000000,202451,11,525,RONALD REAGAN, ,58.8%,990212,54455075,South,5,15.9,-0.5,6,Tennessee,,,Tennessee,R,1711994,92652842,57.8,R,1984
NC,Hex,13,22,% shift to the right,,,,Walter Mondale,H,,Right,0,ü,37.9,-9.3,-51348,,13,WALTER MONDALE,Ronald Reagan,40.6%,824287,37577185,9,5,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",2.100000000,R,49.3,1,20,24,61.9,12.6,431463,13,525,RONALD REAGAN, ,58.8%,1346481,54455075,South,5,21.9,-0.5,7,North Carolina,,,North Carolina,R,2175361,92652842,61.9,R,1984
SC,Hex,8,27,% shift to the right,,,,Walter Mondale,H,,Right,0,ü,35.6,-12.5,-85926,,13,WALTER MONDALE,Ronald Reagan,40.6%,344459,37577185,8.5,6,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",1.3,R,49.4,1,25,28,63.6,14.2,173698,8,525,RONALD REAGAN, ,58.8%,615539,54455075,South,5,26.7,-0.5,8,South Carolina,,,South Carolina,R,968529,92652842,63.6,R,1984
OK,Hex,8,12,% shift to the right,,,,Walter Mondale,I,,Right,0,ü,30.7,-4.3,-16946,,13,WALTER MONDALE,Ronald Reagan,40.6%,385080,37577185,4.5,6,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",25.5,R,60.5,1,35,37.9,68.6,8.100000000,165960,8,525,RONALD REAGAN, ,58.8%,861530,54455075,South,6,12.4,-0.5,4,Oklahoma,,,Oklahoma,R,1255676,92652842,68.6,R,1984
LA,Hex,10,17,% shift to the right,,,,Walter Mondale,H,,Right,0,ü,38.2,-7.5,-56867,,13,WALTER MONDALE,Ronald Reagan,40.6%,651586,37577185,5.5,6,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",5.5,R,51.2,1,20,22.6,60.8,9.600000000,244446,10,525,RONALD REAGAN, ,58.8%,1037299,54455075,South,6,17.1,-0.5,5,Louisiana,,,Louisiana,R,1706822,92652842,60.8,R,1984
MS,Hex,7,23,% shift to the right,,,,Walter Mondale,H,,Right,0,ü,37.4,-10.7,-77089,,13,WALTER MONDALE,Ronald Reagan,40.6%,352192,37577185,6.5,6,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",1.3,R,49.4,1,20,24.5,61.9,12.5,141288,7,525,RONALD REAGAN, ,58.8%,582377,54455075,South,6,23.2,-0.5,6,Mississippi,,,Mississippi,R,941104,92652842,61.9,R,1984
AL,Hex,9,21,% shift to the right,,,,Walter Mondale,H,,Right,0,ü,38.3,-9.1,-84831,,13,WALTER MONDALE,Ronald Reagan,40.6%,551899,37577185,7.5,6,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",1.4,R,48.8,1,20,22.2,60.5,11.7,218657,9,525,RONALD REAGAN, ,58.8%,872849,54455075,South,6,20.8,-0.5,7,Alabama,,,Alabama,R,1441713,92652842,60.5,R,1984
TX,Hex,29,14,% shift to the right,,,,Walter Mondale,H,,Right,0,ü,36.1,-5.3,68129,,13,WALTER MONDALE,Ronald Reagan,40.6%,1949276,37577185,4,7,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",13.9,R,55.3,1,25,27.5,63.6,8.3,922723,29,525,RONALD REAGAN, ,58.8%,3433428,54455075,South,7,13.6,-0.5,4,Texas,,,Texas,R,5397571,92652842,63.6,R,1984
FL,Hex,21,14,% shift to the right,,,,Walter Mondale,I,,Right,0,ü,34.7,-3.8,29341,,13,WALTER MONDALE,Ronald Reagan,40.6%,1448816,37577185,8.5,8,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",17,R,55.5,1,30,30.6,65.3,9.8,683399,21,525,RONALD REAGAN, ,58.8%,2730350,54455075,South,7,13.6,-0.5,9,Florida,,,Florida,R,4180051,92652842,65.3,R,1984
HI,Hex,4,13,% shift to the right,,,,Walter Mondale,G,,Right,0,ü,43.8,-1,11275,,13,WALTER MONDALE,Ronald Reagan,40.6%,147154,37577185,-0.5,5,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",-1.9,D,-44.8,1,10,11.3,55.1,12.2,54938,4,525,RONALD REAGAN, ,58.8%,185050,54455075,West,7,13.2,-0.5,1,Hawaii,,,Hawaii,R,335846,92652842,55.1,R,1984
AK,Hex,3,9,% shift to the right,,,,Walter Mondale,I,,Right,0,ü,29.9,3.5,20165,,13,WALTER MONDALE,Ronald Reagan,40.6%,62007,37577185,0.5,0,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",27.9,R,54.3,1,35,36.8,66.7,12.4,52265,3,525,RONALD REAGAN, ,58.8%,138377,54455075,West,0,8.9,-0.5,0,Alaska,,,Alaska,R,207605,92652842,66.7,R,1984
WA,Hex,10,0,% shift to the right,,,,Walter Mondale,G,,Right,0,ü,42.9,5.6,157159,,13,WALTER MONDALE,Ronald Reagan,40.6%,807352,37577185,1.5,2,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",12.4,R,49.7,1,10,12.9,55.8,6.100000000,186426,10,525,RONALD REAGAN, ,58.8%,1051670,54455075,West,2,0.5,-0.5,1,Washington,,,Washington,R,1883910,92652842,55.8,R,1984
MT,Hex,4,2,% shift to the left,,,,Walter Mondale,H,,Left,0,ü,38.2,5.8,28710,,13,WALTER MONDALE,Ronald Reagan,40.6%,146742,37577185,2.5,2,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",24.4,R,56.8,1,20,22.3,60.5,3.7,25636,4,525,RONALD REAGAN, ,58.8%,232450,54455075,West,2,-2.1,0.5,3,Montana,,,Montana,R,384377,92652842,60.5,R,1984
ID,Hex,4,5,% shift to the right,,,,Walter Mondale,J,,Right,0,ü,26.4,1.2,-1682,,13,WALTER MONDALE,Ronald Reagan,40.6%,108510,37577185,2,3,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",41.3,R,66.5,1,45,46,72.4,5.900000000,6824,4,525,RONALD REAGAN, ,58.8%,297523,54455075,West,2,4.7,-0.5,2,Idaho,,,Idaho,R,411144,92652842,72.4,R,1984
WY,Hex,3,8,% shift to the right,,,,Walter Mondale,J,,Right,0,ü,28.2,0.200000000,3943,,13,WALTER MONDALE,Ronald Reagan,40.6%,53370,37577185,3,3,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",34.6,R,62.6,1,40,42.3,70.5,7.9,22541,3,525,RONALD REAGAN, ,58.8%,133241,54455075,West,3,7.7,-0.5,3,Wyoming,,,Wyoming,R,188968,92652842,70.5,R,1984
OR,Hex,7,3,% shift to the right,,,,Walter Mondale,G,,Right,0,ü,43.7,5,79589,,13,WALTER MONDALE,Ronald Reagan,40.6%,536479,37577185,1.5,4,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",9.600000000,R,48.3,1,10,12.2,55.9,7.6,114656,7,525,RONALD REAGAN, ,58.8%,685700,54455075,West,3,2.6,-0.5,1,Oregon,,,Oregon,R,1226527,92652842,55.9,R,1984
NV,Hex,4,2,% shift to the left,,,,Walter Mondale,I,,Left,0,ü,32.0,5.1,24989,,13,WALTER MONDALE,Ronald Reagan,40.6%,91655,37577185,2.5,4,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",35.6,R,62.5,1,30,33.8,65.8,3.3,33753,4,525,RONALD REAGAN, ,58.8%,188770,54455075,West,3,-1.8,0.5,2,Nevada,,,Nevada,R,286667,92652842,65.8,R,1984
CO,Hex,8,4,% shift to the right,,,,Walter Mondale,H,,Right,0,ü,35.1,4,87002,,13,WALTER MONDALE,Ronald Reagan,40.6%,454975,37577185,3.5,4,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",24,R,55.1,1,25,28.3,63.4,8.3,169553,8,525,RONALD REAGAN, ,58.8%,821817,54455075,West,4,4.3,-0.5,3,Colorado,,,Colorado,R,1295380,92652842,63.4,R,1984
CA,Hex,47,1,% shift to the left,,,,Walter Mondale,G,,Left,0,ü,41.3,5.4,838858,,13,WALTER MONDALE,Ronald Reagan,40.6%,3922519,37577185,2,5,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",16.8,R,52.7,1,15,16.2,57.5,4.8,942151,47,525,RONALD REAGAN, ,58.8%,5467009,54455075,West,4,-0.6,0.5,1,California,,,California,R,9505423,92652842,57.5,R,1984
UT,Hex,5,2,% shift to the left,,,,Walter Mondale,J,,Left,0,ü,24.7,4.1,31103,,13,WALTER MONDALE,Ronald Reagan,40.6%,155369,37577185,4,5,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",52.2,R,72.8,1,45,49.8,74.5,1.7,29418,5,525,RONALD REAGAN, ,58.8%,469105,54455075,West,4,-2.4,0.5,2,Utah,,,Utah,R,629656,92652842,74.5,R,1984
AZ,Hex,7,2,% shift to the right,,,,Walter Mondale,I,,Right,0,ü,32.5,4.3,87011,,13,WALTER MONDALE,Ronald Reagan,40.6%,333854,37577185,3,5,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",32.4,R,60.6,1,30,33.9,66.4,5.8,151728,7,525,RONALD REAGAN, ,58.8%,681416,54455075,West,5,1.5,-0.5,2,Arizona,,,Arizona,R,1025897,92652842,66.4,R,1984
NM,Hex,5,2,% shift to the right,,,,Walter Mondale,H,,Right,0,ü,39.2,2.5,33943,,13,WALTER MONDALE,Ronald Reagan,40.6%,201769,37577185,3.5,6,,,,,,,,,,,,,"The election of 1984 was a contest between the incumbent President Ronald Reagan, the Republican candidate, and former Vice President Walter Mondale, the Democratic candidate. Reagan was helped by a strong economic recovery from the deep recession of 1981–1982. Reagan carried 49 of the 50 states, becoming only the second presidential candidate to do so after Richard Nixon's victory in the 1972 presidential election. Mondale's only electoral votes came from the District of Columbia, which has always been considered a Democratic guarantee, and his home state of Minnesota—which he won by a mere 3761 votes, meaning Reagan came within 3800 votes of winning all fifty states. Reagan's 525 electoral votes (out of 538) is the highest total ever received by a presidential candidate.",18.2,R,54.9,1,20,20.5,59.7,4.8,56322,5,525,RONALD REAGAN, ,58.8%,307101,54455075,West,5,2.3,-0.5,3,New Mexico,,,New Mexico,R,514370,92652842,59.7,R,1984
