Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
DE,Hex,3,8,% shift to the left,,,,Michael S. Dukakis,G,,Left,0,ü,43.5,3.6,6991,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,108647,41809074,9.5,4,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",19.9,R,59.8,1,10,12.4,55.9,-3.9,-12551,3,426,GEORGE BUSH, ,53.4%,139639,48886097,Northeast,5,-7.5,0.5,9,Delaware,,,Delaware,R,249891,91594809,55.9,R,1988
KY,Hex,9,9,% shift to the left,,,,Michael S. Dukakis,G,,Left,0,ü,43.9,4.5,40829,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,580368,41809074,6.5,4,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",20.6,R,60,1,10,11.6,55.5,-4.5,-87421,9,426,GEORGE BUSH, ,53.4%,734281,48886097,South,4,-9.0,0.5,6,Kentucky,,,Kentucky,R,1322517,91594809,55.5,R,1988
MD,Hex,10,3,% shift to the left,,,,Michael S. Dukakis,F,,Left,0,ü,48.2,1.2,38369,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,826304,41809074,8.5,4,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",5.5,R,52.5,1,0,2.9,51.1,-1.4,-3751,10,426,GEORGE BUSH, ,53.4%,876167,48886097,South,4,-2.6,0.5,9,Maryland,,,Maryland,R,1714358,91594809,51.1,R,1988
VA,Hex,12,5,% shift to the left,,,,Michael S. Dukakis,H,,Left,0,ü,39.2,2.1,63549,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,859799,41809074,8,5,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",25.2,R,62.3,1,20,20.5,59.7,-2.600000000,-27916,12,426,GEORGE BUSH, ,53.4%,1309162,48886097,South,4,-4.7,0.5,8,Virginia,,,Virginia,R,2191609,91594809,59.7,R,1988
AR,Hex,6,8,% shift to the left,,,,Michael S. Dukakis,G,,Left,0,ü,42.2,3.900000000,10591,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,349237,41809074,6,5,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",22.2,R,60.5,1,10,14.2,56.4,-4.1,-68196,6,426,GEORGE BUSH, ,53.4%,466578,48886097,South,5,-8.0,0.5,5,Arkansas,,,Arkansas,R,827738,91594809,56.4,R,1988
TN,Hex,11,0,% shift to the right,,,,Michael S. Dukakis,G,,Right,0,ü,41.5,-0.100000000,-31920,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,679794,41809074,7,5,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",16.2,R,57.8,1,15,16.4,57.9,0.100000000,-42979,11,426,GEORGE BUSH, ,53.4%,947233,48886097,South,5,0.2,-0.5,6,Tennessee,,,Tennessee,R,1636250,91594809,57.9,R,1988
NC,Hex,13,8,% shift to the left,,,,Michael S. Dukakis,G,,Left,0,ü,41.7,3.8,65880,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,890167,41809074,9,5,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",24,R,61.9,1,15,16.3,58.0,-3.9,-109223,13,426,GEORGE BUSH, ,53.4%,1237258,48886097,South,5,-7.7,0.5,7,North Carolina,,,North Carolina,R,2134370,91594809,58,R,1988
SC,Hex,8,4,% shift to the left,,,,Michael S. Dukakis,H,,Left,0,ü,37.6,2,26095,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,370554,41809074,8.5,6,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",28,R,63.6,1,20,23.9,61.5,-2.1,-9096,8,426,GEORGE BUSH, ,53.4%,606443,48886097,South,5,-4.1,0.5,8,South Carolina,,,South Carolina,R,986009,91594809,61.5,R,1988
OK,Hex,8,21,% shift to the left,,,,Michael S. Dukakis,G,,Left,0,ü,41.3,10.6,98343,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,483423,41809074,4.5,6,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",37.9,R,68.6,1,15,16.6,57.9,-10.7,-183163,8,426,GEORGE BUSH, ,53.4%,678367,48886097,South,6,-21.3,0.5,4,Oklahoma,,,Oklahoma,R,1171036,91594809,57.9,R,1988
LA,Hex,10,12,% shift to the left,,,,Michael S. Dukakis,G,,Left,0,ü,44.1,5.9,65874,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,717460,41809074,5.5,6,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",22.6,R,60.8,1,10,10.2,54.3,-6.5,-153597,10,426,GEORGE BUSH, ,53.4%,883702,48886097,South,6,-12.4,0.5,5,Louisiana,,,Louisiana,R,1628202,91594809,54.3,R,1988
MS,Hex,7,4,% shift to the left,,,,Michael S. Dukakis,H,,Left,0,ü,39.1,1.7,11729,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,363921,41809074,6.5,6,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",24.5,R,61.9,1,20,20.8,59.9,-2,-24487,7,426,GEORGE BUSH, ,53.4%,557890,48886097,South,6,-3.7,0.5,6,Mississippi,,,Mississippi,R,931527,91594809,59.9,R,1988
AL,Hex,9,3,% shift to the left,,,,Michael S. Dukakis,G,,Left,0,ü,39.9,1.6,-2393,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,549506,41809074,7.5,6,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",22.2,R,60.5,1,15,19.3,59.2,-1.3,-57273,9,426,GEORGE BUSH, ,53.4%,815576,48886097,South,6,-2.9,0.5,7,Alabama,,,Alabama,R,1378476,91594809,59.2,R,1988
GA,Hex,12,0,% shift to the left,,,,Michael S. Dukakis,H,,Left,0,ü,39.5,-0.300000000,8164,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,714792,41809074,8,7,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",20.4,R,60.2,1,20,20.3,59.8,-0.400000000,12609,12,426,GEORGE BUSH, ,53.4%,1081331,48886097,South,6,-0.1,0.5,8,Georgia,,,Georgia,R,1809672,91594809,59.8,R,1988
TX,Hex,29,15,% shift to the left,,,,Michael S. Dukakis,G,,Left,0,ü,43.3,7.2,403472,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,2352748,41809074,4,7,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",27.5,R,63.6,1,10,12.7,56.0,-7.6,-396599,29,426,GEORGE BUSH, ,53.4%,3036829,48886097,South,7,-14.8,0.5,4,Texas,,,Texas,R,5427410,91594809,56,R,1988
FL,Hex,21,8,% shift to the left,,,,Michael S. Dukakis,H,,Left,0,ü,38.5,3.8,207885,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,1656701,41809074,8.5,8,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",30.6,R,65.3,1,20,22.4,60.9,-4.4,-111465,21,426,GEORGE BUSH, ,53.4%,2618885,48886097,South,7,-8.2,0.5,9,Florida,,,Florida,R,4302313,91594809,60.9,R,1988
AK,Hex,3,14,% shift to the left,,,,Michael S. Dukakis,H,,Left,0,ü,36.3,6.4,10577,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,72584,41809074,0.5,0,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",36.8,R,66.7,1,20,23.3,59.6,-7.1,-19126,3,426,GEORGE BUSH, ,53.4%,119251,48886097,West,0,-13.5,0.5,0,Alaska,,,Alaska,R,200116,91594809,59.6,R,1988
MT,Hex,4,16,% shift to the left,,,,Michael S. Dukakis,F,,Left,0,ü,46.2,8,22194,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,168936,41809074,2.5,2,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",22.3,R,60.5,1,5,5.9,52.1,-8.4,-42038,4,426,GEORGE BUSH, ,53.4%,190412,48886097,West,2,-16.4,0.5,3,Montana,,,Montana,R,365674,91594809,52.1,R,1988
ID,Hex,4,20,% shift to the left,,,,Michael S. Dukakis,H,,Left,0,ü,36.0,9.6,38762,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,147272,41809074,2,3,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",46,R,72.4,1,25,26.1,62.1,-10.3,-43642,4,426,GEORGE BUSH, ,53.4%,253881,48886097,West,2,-19.9,0.5,2,Idaho,,,Idaho,R,408968,91594809,62.1,R,1988
WY,Hex,3,20,% shift to the left,,,,Michael S. Dukakis,H,,Left,0,ü,38.0,9.8,13743,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,67113,41809074,3,3,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",42.3,R,70.5,1,20,22.5,60.5,-10,-26374,3,426,GEORGE BUSH, ,53.4%,106867,48886097,West,3,-19.8,0.5,3,Wyoming,,,Wyoming,R,176551,91594809,60.5,R,1988
NV,Hex,4,13,% shift to the left,,,,Michael S. Dukakis,H,,Left,0,ü,37.9,5.9,41083,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,132738,41809074,2.5,4,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",33.8,R,65.8,1,20,21,58.9,-6.9,17270,4,426,GEORGE BUSH, ,53.4%,206040,48886097,West,3,-12.8,0.5,2,Nevada,,,Nevada,R,350067,91594809,58.9,R,1988
CO,Hex,8,21,% shift to the left,,,,Michael S. Dukakis,F,,Left,0,ü,45.3,10.2,166478,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,621453,41809074,3.5,4,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",28.3,R,63.4,1,5,7.8,53.1,-10.3,-93640,8,426,GEORGE BUSH, ,53.4%,728177,48886097,West,4,-20.5,0.5,3,Colorado,,,Colorado,R,1372394,91594809,53.1,R,1988
CA,Hex,47,13,% shift to the left,,,,Michael S. Dukakis,F,,Left,0,ü,47.6,6.3,779714,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,4702233,41809074,2,5,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",16.2,R,57.5,1,0,3.5,51.1,-6.4,-412092,47,426,GEORGE BUSH, ,53.4%,5054917,48886097,West,4,-12.7,0.5,1,California,,,California,R,9887065,91594809,51.1,R,1988
UT,Hex,5,16,% shift to the left,,,,Michael S. Dukakis,I,,Left,0,ü,32.0,7.3,51974,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,207343,41809074,4,5,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",49.8,R,74.5,1,30,34.2,66.2,-8.3,-40663,5,426,GEORGE BUSH, ,53.4%,428442,48886097,West,4,-15.6,0.5,2,Utah,,,Utah,R,647008,91594809,66.2,R,1988
AZ,Hex,7,13,% shift to the left,,,,Michael S. Dukakis,H,,Left,0,ü,38.7,6.2,120175,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,454029,41809074,3,5,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",33.9,R,66.4,1,20,21.3,60.0,-6.400000000,21125,7,426,GEORGE BUSH, ,53.4%,702541,48886097,West,5,-12.6,0.5,2,Arizona,,,Arizona,R,1171873,91594809,60,R,1988
NM,Hex,5,16,% shift to the left,,,,Michael S. Dukakis,F,,Left,0,ü,46.9,7.7,42728,,111,MICHAEL S. DUKAKIS,George Bush,45.6%,244497,41809074,3.5,6,,,,,,,,,,,,,"The United States presidential election of 1988 featured an open primary for both major parties. Ronald Reagan, the incumbent President, was vacating the position after serving the maximum two terms allowed by the Twenty-second Amendment. Reagan's Vice President, George H. W. Bush, won the Republican nomination, while the Democrats nominated Michael Dukakis, Governor of Massachusetts. Bush capitalized on a good economy, a stable international stage (the U.S. was not involved in any wars or conflicts during this time), and on Reagan's popularity. In this election, Bush became the first incumbent Vice President of the United States to win a presidential election in 152 years, since Martin Van Buren in 1836. Just like Van Buren in 1840, President Bush would also be defeated for reelection in 1992, after serving a single term.",20.5,R,59.7,1,5,5,51.9,-7.8,-36760,5,426,GEORGE BUSH, ,53.4%,270341,48886097,West,5,-15.5,0.5,3,New Mexico,,,New Mexico,R,521287,91594809,51.9,R,1988
