Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
AR,Hex,6,6,% shift to the left,,,ü,Lyndon B. Johnson,B,,Left,0,,56.1,5.9,99148,6,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,314197,43340299,6,5,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-7.1,D,-50.2,1,-15,-12.7,43.4,0.300000000,58756,,52,BARRY M. GOLDWATER, ,38.5%,243264,27178188,South,5,-5.6,0.5,5,,Arkansas,,Arkansas,D,560426,70644592,-56.1,D,1964
NC,Hex,13,8,% shift to the left,,,ü,Lyndon B. Johnson,B,,Left,0,,56.2,4.1,87003,13,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,800139,43340299,9,5,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-4.2,D,-52.1,1,-15,-12.4,43.8,-4.1,-30576,,52,BARRY M. GOLDWATER, ,38.5%,624844,27178188,South,5,-8.2,0.5,7,,North Carolina,,North Carolina,D,1424983,70644592,-56.2,D,1964
TX,Hex,25,25,% shift to the left,,,ü,Lyndon B. Johnson,C,,Left,0,,63.3,12.8,495618,25,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,1663185,43340299,4,7,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-2,D,-50.5,1,-30,-26.8,36.5,-12,-162744,,52,BARRY M. GOLDWATER, ,38.5%,958566,27178188,South,7,-24.8,0.5,4,,Texas,,Texas,D,2626811,70644592,-63.3,D,1964
KY,Hex,9,36,% shift to the left,,,ü,Lyndon B. Johnson,C,,Left,0,,64.0,17.6,147804,9,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,669659,43340299,6.5,4,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",7.2,R,53.6,1,-30,-28.3,35.7,-17.9,-229630,,52,BARRY M. GOLDWATER, ,38.5%,372977,27178188,South,4,-35.5,0.5,6,,Kentucky,,Kentucky,D,1046105,70644592,-64,D,1964
VA,Hex,12,13,% shift to the left,,,ü,Lyndon B. Johnson,A,,Left,0,,53.5,6.5,195711,12,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,558038,43340299,8,5,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",5.4,R,52.4,1,-10,-7.3,46.2,-6.2,76813,,52,BARRY M. GOLDWATER, ,38.5%,481334,27178188,South,4,-12.7,0.5,8,,Virginia,,Virginia,D,1042267,70644592,-53.5,D,1964
TN,Hex,11,18,% shift to the left,,,ü,Lyndon B. Johnson,B,,Left,0,,55.5,9.7,153494,11,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,634947,43340299,7,5,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",7.1,R,52.9,1,-15,-11,44.5,-8.4,-47612,,52,BARRY M. GOLDWATER, ,38.5%,508965,27178188,South,5,-18.1,0.5,6,,Tennessee,,Tennessee,D,1143946,70644592,-55.5,D,1964
OK,Hex,8,29,% shift to the left,,,ü,Lyndon B. Johnson,B,,Left,0,,55.7,14.7,149723,8,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,519834,43340299,4.5,6,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",18,R,59,1,-15,-11.4,44.3,-14.7,-120374,,52,BARRY M. GOLDWATER, ,38.5%,412665,27178188,South,6,-29.4,0.5,4,,Oklahoma,,Oklahoma,D,932499,70644592,-55.7,D,1964
FL,Hex,14,5,% shift to the left,,,ü,Lyndon B. Johnson,A,,Left,0,,51.1,2.6,199840,14,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,948540,43340299,8.5,8,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",3,R,51.5,1,-5,-2.2,48.9,-2.6,110465,,52,BARRY M. GOLDWATER, ,38.5%,905941,27178188,South,7,-5.2,0.5,9,,Florida,,Florida,D,1854481,70644592,-51.1,D,1964
NV,Hex,3,15,% shift to the left,,,ü,Lyndon B. Johnson,B,,Left,0,,58.6,7.4,24459,3,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,79339,43340299,2.5,4,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-2.400000000,D,-51.2,1,-20,-17.2,41.4,-7.4,3707,,52,BARRY M. GOLDWATER, ,38.5%,56094,27178188,West,3,-14.8,0.5,2,,Nevada,,Nevada,D,135433,70644592,-58.6,D,1964
NM,Hex,4,18,% shift to the left,,,ü,Lyndon B. Johnson,B,,Left,0,,59.0,8.8,37988,4,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,194015,43340299,3.5,6,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-0.800000000,D,-50.2,1,-20,-18.6,40.4,-9,-20895,,52,BARRY M. GOLDWATER, ,38.5%,132838,27178188,West,5,-17.8,0.5,3,,New Mexico,,New Mexico,D,328645,70644592,-59,D,1964
HI,Hex,4,58,% shift to the left,,,ü,Lyndon B. Johnson,E,,Left,0,,78.8,28.8,70839,4,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,163249,43340299,-0.5,5,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",0,D,-50,1,-60,-57.6,21.2,-28.8,-48273,,52,BARRY M. GOLDWATER, ,38.5%,44022,27178188,West,7,-57.6,0.5,1,,Hawaii,,Hawaii,D,207271,70644592,-78.8,D,1964
AK,Hex,3,34,% shift to the left,,,ü,Lyndon B. Johnson,D,,Left,0,,65.9,16.8,14520,3,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,44329,43340299,0.5,0,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",1.8,R,50.9,1,-35,-31.8,34.1,-16.8,-8023,,52,BARRY M. GOLDWATER, ,38.5%,22930,27178188,West,0,-33.6,0.5,0,,Alaska,,Alaska,D,67259,70644592,-65.9,D,1964
WA,Hex,9,27,% shift to the left,,,ü,Lyndon B. Johnson,C,,Left,0,,62.0,13.7,180583,9,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,779881,43340299,1.5,2,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",2.400000000,R,50.7,1,-25,-24.6,37.4,-13.3,-158907,,52,BARRY M. GOLDWATER, ,38.5%,470366,27178188,West,2,-27.0,0.5,1,,Washington,,Washington,D,1258556,70644592,-62,D,1964
MT,Hex,4,21,% shift to the left,,,ü,Lyndon B. Johnson,B,,Left,0,,58.9,10.3,29355,4,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,164246,43340299,2.5,2,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",2.5,R,51.1,1,-20,-18.3,40.6,-10.5,-28809,,52,BARRY M. GOLDWATER, ,38.5%,113032,27178188,West,2,-20.8,0.5,3,,Montana,,Montana,D,278628,70644592,-58.9,D,1964
ID,Hex,4,9,% shift to the left,,,ü,Lyndon B. Johnson,A,,Left,0,,50.9,4.7,10067,4,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,148920,43340299,2,3,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",7.600000000,R,53.8,1,-5,-1.8,49.1,-4.7,-18040,,52,BARRY M. GOLDWATER, ,38.5%,143557,27178188,West,2,-9.4,0.5,2,,Idaho,,Idaho,D,292477,70644592,-50.9,D,1964
WY,Hex,3,23,% shift to the left,,,ü,Lyndon B. Johnson,B,,Left,0,,56.6,11.6,17387,3,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,80718,43340299,3,3,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",10,R,55,1,-15,-13.2,43.4,-11.6,-15453,,52,BARRY M. GOLDWATER, ,38.5%,61998,27178188,West,3,-23.2,0.5,3,,Wyoming,,Wyoming,D,142716,70644592,-56.6,D,1964
OR,Hex,6,33,% shift to the left,,,ü,Lyndon B. Johnson,C,,Left,0,,63.7,16.4,133615,6,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,501017,43340299,1.5,4,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",5.3,R,52.6,1,-30,-27.7,36.0,-16.6,-125281,,52,BARRY M. GOLDWATER, ,38.5%,282779,27178188,West,3,-33.0,0.5,1,,Oregon,,Oregon,D,786305,70644592,-63.7,D,1964
CO,Hex,6,33,% shift to the left,,,ü,Lyndon B. Johnson,C,,Left,0,,61.3,16.4,145395,6,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,476024,43340299,3.5,4,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",9.7,R,54.6,1,-25,-23.1,38.2,-16.4,-105475,,52,BARRY M. GOLDWATER, ,38.5%,296767,27178188,West,4,-32.8,0.5,3,,Colorado,,Colorado,D,776986,70644592,-61.3,D,1964
CA,Hex,40,19,% shift to the left,,,ü,Lyndon B. Johnson,B,,Left,0,,59.1,9.5,947778,40,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,4171877,43340299,2,5,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",0.5,R,50.1,1,-20,-18.3,40.8,-9.3,-380614,,52,BARRY M. GOLDWATER, ,38.5%,2879108,27178188,West,4,-18.8,0.5,1,,California,,California,D,7057586,70644592,-59.1,D,1964
UT,Hex,4,19,% shift to the left,,,ü,Lyndon B. Johnson,A,,Left,0,,54.7,9.5,50380,4,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,219628,43340299,4,5,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",9.600000000,R,54.8,1,-10,-9.400000000,45.3,-9.5,-23576,,52,BARRY M. GOLDWATER, ,38.5%,181785,27178188,West,4,-19.0,0.5,2,,Utah,,Utah,D,401413,70644592,-54.7,D,1964
SC,Hex,8,20,% shift to the right,,,ü,Lyndon B. Johnson,G,,Right,0,,41.1,-10.1,17594,,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,215723,43340299,8.5,6,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-2.400000000,D,-51.2,1,15,17.8,58.9,10.1,120490,8,52,BARRY M. GOLDWATER, ,38.5%,309048,27178188,South,5,20.2,-0.5,8,South Carolina,,,South Carolina,R,524779,70644592,58.9,D,1964
LA,Hex,10,35,% shift to the right,,,ü,Lyndon B. Johnson,G,,Right,0,,43.2,-7.2,-20271,,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,387068,43340299,5.5,6,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-21.8,D,-50.4,1,10,13.6,56.8,28.2,278245,10,52,BARRY M. GOLDWATER, ,38.5%,509225,27178188,South,6,35.4,-0.5,5,Louisiana,,,Louisiana,R,896293,70644592,56.8,D,1964
MS,Hex,7,86,% shift to the right,,,ü,Lyndon B. Johnson,J,,Right,0,,12.9,-23.4,-55744,,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,52618,43340299,6.5,6,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-11.6,D,-36.3,1,70,74.2,87.1,62.4,282967,7,52,BARRY M. GOLDWATER, ,38.5%,356528,27178188,South,6,85.8,-0.5,6,Mississippi,,,Mississippi,R,409146,70644592,87.1,D,1964
AL,Hex,10,54,% shift to the right,,,ü,Lyndon B. Johnson,I,,Right,0,,30.5,-26.250927636,-113317,,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,210733,43340299,7.5,6,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-15.1,D,-56.8,1,35,38.950927636,69.5,27.8,241104,10,52,BARRY M. GOLDWATER, ,38.5%,479085,27178188,South,6,54.1,-0.5,7,Alabama,,,Alabama,R,689818,70644592,69.5,D,1964
GA,Hex,12,33,% shift to the right,,,ü,Lyndon B. Johnson,F,,Right,0,,45.9,-16.6,63918,,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,522556,43340299,8,7,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",-25.1,D,-62.5,1,5,8.2,54.1,16.7,342112,12,52,BARRY M. GOLDWATER, ,38.5%,616584,27178188,South,6,33.3,-0.5,8,Georgia,,,Georgia,R,1139335,70644592,54.1,D,1964
AZ,Hex,5,10,% shift to the left,,,ü,Lyndon B. Johnson,F,,Left,0,,49.5,5.1,60972,,486,LYNDON B. JOHNSON,Barry M. Goldwater,61.3%,237753,43340299,3,5,,,,,,,,,,,,,"The election of 1964 was the sixth-most lopsided presidential election in the history of the United States. President Lyndon B. Johnson had come to office less than a year earlier following the assassination of his predecessor, John F. Kennedy, and Johnson had successfully associated himself with Kennedy's popularity. LBJ advocated for and instituted three social welfare programs: Medicare, Medicaid, and the War on Poverty. Johnson easily won the Presidency, carrying 44 of the 50 states and the District of Columbia. As of 2009, Johnson's 22.6 percentage point-margin of victory in the popular vote is the fifth-largest such margin in Presidential election history. Johnson won 61.1% of the national popular vote, which remains the highest popular-vote percentage won by a U.S.presidential candidate since 1820.",11.1,R,55.5,1,0,0.900000000,50.4,-5.1,21294,5,52,BARRY M. GOLDWATER, ,38.5%,242535,27178188,West,5,-10.2,0.5,2,Arizona,,,Arizona,R,480770,70644592,50.4,D,1964
