Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
NJ,Hex,16,16,% shift to the right,,,,Adlai E. Stevenson,I,,Right,0,ü,34.2,-7.8,-165565,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,850337,26022752,10,3,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",14.8,R,56.8,1,30,30.5,64.7,7.900000000,233329,16,457,DWIGHT D. EISENHOWER, ,57.4%,1606942,35590472,Northeast,3,15.7,-0.5,9,New Jersey,,,New Jersey,R,2484312,62026908,64.7,R,1956
CT,Hex,8,16,% shift to the right,,,,Adlai E. Stevenson,H,,Right,0,ü,36.3,-7.6,-76570,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,405079,26022752,11,3,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",11.8,R,55.7,1,25,27.4,63.7,8,100825,8,457,DWIGHT D. EISENHOWER, ,57.4%,711837,35590472,Northeast,3,15.6,-0.5,10,Connecticut,,,Connecticut,R,1117121,62026908,63.7,R,1956
DE,Hex,3,7,% shift to the right,,,,Adlai E. Stevenson,G,,Right,0,ü,44.6,-3.3,-3894,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,79421,26022752,9.5,4,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",3.9,R,51.8,1,10,10.5,55.1,3.3,7998,3,457,DWIGHT D. EISENHOWER, ,57.4%,98057,35590472,Northeast,5,6.6,-0.5,9,Delaware,,,Delaware,R,177988,62026908,55.1,R,1956
KY,Hex,10,9,% shift to the right,,,,Adlai E. Stevenson,F,,Right,0,ü,45.2,-4.7,-19276,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,476453,26022752,6.5,4,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",-0.100000000,D,-49.9,1,5,9.100000000,54.3,4.5,77163,10,457,DWIGHT D. EISENHOWER, ,57.4%,572192,35590472,South,4,9.2,-0.5,6,Kentucky,,,Kentucky,R,1053805,62026908,54.3,R,1956
WV,Hex,8,12,% shift to the right,,,,Adlai E. Stevenson,F,,Right,0,ü,45.9,-6,-72044,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,381534,26022752,7.5,4,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",-3.8,D,-51.9,1,5,8.2,54.1,6,29327,8,457,DWIGHT D. EISENHOWER, ,57.4%,449297,35590472,South,4,12.0,-0.5,7,West Virginia,,,West Virginia,R,830831,62026908,54.1,R,1956
LA,Hex,10,20,% shift to the right,,,,Adlai E. Stevenson,G,,Right,0,ü,39.5,-13.4,-101050,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,243977,26022752,5.5,6,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",-5.8,D,-52.9,1,10,13.8,53.3,6.2,22122,10,457,DWIGHT D. EISENHOWER, ,57.4%,329047,35590472,South,6,19.6,-0.5,5,Louisiana,,,Louisiana,R,617544,62026908,53.3,R,1956
MD,Hex,9,9,% shift to the right,,,,Adlai E. Stevenson,H,,Right,0,ü,39.9,-3.9,-22724,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,372613,26022752,8.5,4,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",11.6,R,55.4,1,20,20.1,60.0,4.6,60314,9,457,DWIGHT D. EISENHOWER, ,57.4%,559738,35590472,South,4,8.5,-0.5,9,Maryland,,,Maryland,R,932827,62026908,60,R,1956
VA,Hex,12,4,% shift to the right,,,,Adlai E. Stevenson,G,,Right,0,ü,38.4,-5,-917,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,267760,26022752,8,5,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",12.9,R,56.3,1,15,17,55.4,-0.900000000,37422,12,457,DWIGHT D. EISENHOWER, ,57.4%,386459,35590472,South,4,4.1,-0.5,8,Virginia,,,Virginia,R,697978,62026908,55.4,R,1956
TN,Hex,11,0,% shift to the right,,,,Adlai E. Stevenson,F,,Right,0,ü,48.6,-1.1,12797,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,456507,26022752,7,5,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",0.300000000,R,50,1,0,0.600000000,49.2,-0.800000000,16141,11,457,DWIGHT D. EISENHOWER, ,57.4%,462288,35590472,South,5,0.3,-0.5,6,Tennessee,,,Tennessee,R,939404,62026908,49.2,R,1956
OK,Hex,8,1,% shift to the right,,,,Adlai E. Stevenson,G,,Right,0,ü,44.9,-0.5,-45358,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,385581,26022752,4.5,6,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",9.2,R,54.6,1,10,10.2,55.1,0.5,-44276,8,457,DWIGHT D. EISENHOWER, ,57.4%,473769,35590472,South,6,1.0,-0.5,4,Oklahoma,,,Oklahoma,R,859350,62026908,55.1,R,1956
TX,Hex,24,5,% shift to the right,,,,Adlai E. Stevenson,G,,Right,0,ü,44.0,-2.7,-109270,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,859958,26022752,4,7,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",6.4,R,53.1,1,10,11.3,55.3,2.2,-22259,24,457,DWIGHT D. EISENHOWER, ,57.4%,1080619,35590472,South,7,4.9,-0.5,4,Texas,,,Texas,R,1955168,62026908,55.3,R,1956
FL,Hex,10,5,% shift to the right,,,,Adlai E. Stevenson,G,,Right,0,ü,42.7,-2.3,35421,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,480371,26022752,8.5,8,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",10,R,55,1,10,14.5,57.2,2.2,99813,10,457,DWIGHT D. EISENHOWER, ,57.4%,643849,35590472,South,7,4.5,-0.5,9,Florida,,,Florida,R,1125762,62026908,57.2,R,1956
WA,Hex,9,1,% shift to the left,,,,Adlai E. Stevenson,F,,Left,0,ü,45.4,0.700000000,30157,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,523002,26022752,1.5,2,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",9.600000000,R,54.3,1,5,8.5,53.9,-0.400000000,21323,9,457,DWIGHT D. EISENHOWER, ,57.4%,620430,35590472,West,2,-1.1,0.5,1,Washington,,,Washington,R,1150889,62026908,53.9,R,1956
MT,Hex,4,5,% shift to the left,,,,Adlai E. Stevenson,G,,Left,0,ü,42.9,2.8,10025,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,116238,26022752,2.5,2,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",19.3,R,59.4,1,10,14.2,57.1,-2.3,-2461,4,457,DWIGHT D. EISENHOWER, ,57.4%,154933,35590472,West,2,-5.1,0.5,3,Montana,,,Montana,R,271171,62026908,57.1,R,1956
ID,Hex,4,9,% shift to the left,,,,Adlai E. Stevenson,H,,Left,0,ü,38.8,4.4,10787,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,105868,26022752,2,3,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",31,R,65.4,1,20,22.4,61.2,-4.2,-13728,4,457,DWIGHT D. EISENHOWER, ,57.4%,166979,35590472,West,2,-8.6,0.5,2,Idaho,,,Idaho,R,272989,62026908,61.2,R,1956
WY,Hex,3,5,% shift to the left,,,,Adlai E. Stevenson,H,,Left,0,ü,39.9,2.8,1620,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,49554,26022752,3,3,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",25.6,R,62.7,1,20,20.2,60.1,-2.6,-6476,3,457,DWIGHT D. EISENHOWER, ,57.4%,74573,35590472,West,3,-5.4,0.5,3,Wyoming,,,Wyoming,R,124127,62026908,60.1,R,1956
OR,Hex,6,11,% shift to the left,,,,Adlai E. Stevenson,G,,Left,0,ü,44.7,5.8,58625,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,329204,26022752,1.5,4,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",21.6,R,60.5,1,10,10.5,55.2,-5.3,-14422,6,457,DWIGHT D. EISENHOWER, ,57.4%,406393,35590472,West,3,-11.1,0.5,1,Oregon,,,Oregon,R,736132,62026908,55.2,R,1956
NV,Hex,3,7,% shift to the left,,,,Adlai E. Stevenson,G,,Left,0,ü,42.0,3.4,8952,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,40640,26022752,2.5,4,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",22.8,R,61.4,1,15,16,58.0,-3.4,5547,3,457,DWIGHT D. EISENHOWER, ,57.4%,56049,35590472,West,3,-6.8,0.5,2,Nevada,,,Nevada,R,96689,62026908,58,R,1956
CO,Hex,6,1,% shift to the left,,,,Adlai E. Stevenson,H,,Left,0,ü,39.3,0.300000000,12493,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,257997,26022752,3.5,4,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",21.3,R,60.3,1,20,20.7,60.0,-0.300000000,14697,6,457,DWIGHT D. EISENHOWER, ,57.4%,394479,35590472,West,4,-0.6,0.5,3,Colorado,,,Colorado,R,657074,62026908,60,R,1956
CA,Hex,32,2,% shift to the left,,,,Adlai E. Stevenson,G,,Left,0,ü,44.3,1.600000000,222587,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,2420135,26022752,2,5,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",13.6,R,56.3,1,10,11.1,55.4,-0.900000000,130358,32,457,DWIGHT D. EISENHOWER, ,57.4%,3027668,35590472,West,4,-2.5,0.5,1,California,,,California,R,5466355,62026908,55.4,R,1956
UT,Hex,4,11,% shift to the right,,,,Adlai E. Stevenson,H,,Right,0,ü,35.4,-5.7,-17000,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,118364,26022752,4,5,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",17.8,R,58.9,1,25,29.2,64.6,5.7,21441,4,457,DWIGHT D. EISENHOWER, ,57.4%,215631,35590472,West,4,11.4,-0.5,2,Utah,,,Utah,R,333995,62026908,64.6,R,1956
AZ,Hex,4,6,% shift to the right,,,,Adlai E. Stevenson,H,,Right,0,ü,38.9,-2.8,4352,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,112880,26022752,3,5,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",16.6,R,58.3,1,20,22.1,61.0,2.7,24948,4,457,DWIGHT D. EISENHOWER, ,57.4%,176990,35590472,West,5,5.5,-0.5,2,Arizona,,,Arizona,R,290173,62026908,61,R,1956
NM,Hex,4,5,% shift to the right,,,,Adlai E. Stevenson,G,,Right,0,ü,41.8,-2.5,437,,73,ADLAI E. STEVENSON,Dwight D. Eisenhower,42.0%,106098,26022752,3.5,6,,,,,,,,,,,,,"The election of 1956 saw a popular Dwight D. Eisenhower successfully run for re-election. The 1956 election was a rematch of 1952, as Eisenhower's opponent in 1956 was Democrat Adlai Stevenson, whom Eisenhower had defeated four years earlier. Incumbent President Eisenhower was popular, but had health conditions that became a quiet issue. Stevenson remained popular with a core of liberal Democrats but held no office and had no real base. He (and Eisenhower) largely ignored the civil rights issue. Eisenhower had ended the Korean War and the nation was prosperous, so a landslide for the charismatic Eisenhower was never in doubt. This was the last presidential election prior to the statehood of Alaska and Hawaii, who would first take part as states in the 1960 presidential election.",11.1,R,55.4,1,15,16,57.8,2.4,14618,4,457,DWIGHT D. EISENHOWER, ,57.4%,146788,35590472,West,5,4.9,-0.5,3,New Mexico,,,New Mexico,R,253926,62026908,57.8,R,1956
